code;label;Parent_1;Type;CATPOL;Commitment;Payment
SEC3 13 03 77 04;Reserves;SEC3 13 03 77 Reserves;;1.2.PPPA;n/a;n/a
SEC3 13 03 77 05;Preparatory action — RURBAN — Partnership for sustainable urban-rural development;SEC3 13 03 77;;1.2.PPPA;p.m.;549.014
SEC3 13 03 77 05;Reserves;SEC3 13 03 77 Reserves;;1.2.PPPA;n/a;n/a
SEC3 13 03 77 06;Preparatory action — Enhancing regional and local cooperation through the promotion of Union regional policy on a global scale;SEC3 13 03 77;;1.2.PPPA;p.m.;2.000.000
SEC3 13 03 77 06;Reserves;SEC3 13 03 77 Reserves;;1.2.PPPA;n/a;n/a
SEC3 13 03 77 07;Preparatory action — The definition of governance model for the European Union Danube Region — better and effective coordination;SEC3 13 03 77;;1.2.PPPA;p.m.;1.000.000
SEC3 13 03 77 07;Reserves;SEC3 13 03 77 Reserves;;1.2.PPPA;n/a;n/a
SEC3 13 03 77 08;Pilot project — Towards a common regional identity, reconciliation of nations and economic and social cooperation including a Pan-European Expertise and Excellence Platform in the Danube macro-region;SEC3 13 03 77;;1.2.PPPA;p.m.;1.300.000
SEC3 13 03 77 08;Reserves;SEC3 13 03 77 Reserves;;1.2.PPPA;n/a;n/a
SEC3 13 03 77 09;Preparatory action on an Atlantic Forum for the European Union Atlantic Strategy;SEC3 13 03 77;;1.2.PPPA;—;600.000
SEC3 13 03 77 09;Reserves;SEC3 13 03 77 Reserves;;1.2.PPPA;n/a;n/a
SEC3 13 03 77 10;Preparatory action — Supporting Mayotte, or any other territory potentially affected, with the switchover to outermost-region status;SEC3 13 03 77;;1.2.PPPA;p.m.;400.000
SEC3 13 03 77 10;Reserves;SEC3 13 03 77 Reserves;;1.2.PPPA;n/a;n/a
SEC3 13 03 77 11;Preparatory action — Erasmus for elected local and regional representatives;SEC3 13 03 77;;1.2.PPPA;p.m.;p.m.
SEC3 13 03 77 11;Reserves;SEC3 13 03 77 Reserves;;1.2.PPPA;n/a;n/a
SEC3 13 03 77 12;Preparatory action — Towards a common regional identity, reconciliation of nations and economic and social cooperation including a Pan-European Expertise and Excellence Platform in the Danube macro-region;SEC3 13 03 77;;1.2.PPPA;1.800.000;800.000
SEC3 13 03 77 12;Reserves;SEC3 13 03 77 Reserves;;1.2.PPPA;n/a;n/a
SEC3 13 03 77 13;Pilot project — Cohesion Policy and the synergies with the research and development funds: the stairway to excellence;SEC3 13 03 77;;1.2.PPPA;1.200.000;600.000
SEC3 13 03 77 13;Reserves;SEC3 13 03 77 Reserves;;1.2.PPPA;n/a;n/a
SEC3 13 03 77 14;Preparatory action — A regional strategy for the North Sea Region;SEC3 13 03 77;;1.2.PPPA;250.000;125.000
SEC3 13 03 77 14;Reserves;SEC3 13 03 77 Reserves;;1.2.PPPA;n/a;n/a
SEC3 13 03 77 15;Preparatory action — World cities: EU — third countries cooperation on urban development;SEC3 13 03 77;;1.2.PPPA;2.000.000;1.000.000
SEC3 13 03 77 15;Reserves;SEC3 13 03 77 Reserves;;1.2.PPPA;n/a;n/a
SEC3 13 03 77 16;Preparatory action — The actual and desired state of the economic potential in regions outside the Greek capital Athens;SEC3 13 03 77;;1.2.PPPA;700.000;350.000
SEC3 13 03 77 16;Reserves;SEC3 13 03 77 Reserves;;1.2.PPPA;n/a;n/a
SEC3 13 04;Cohesion Fund (CF);SEC3 13;;;7.963.000.000;11.092.840.264
SEC3 13 04;Reserves;SEC3 13 Reserves;;;;
SEC3 13 04 01;Completion of Cohesion Fund projects (prior to 2007);SEC3 13 04;;1.2.15;p.m.;570.183.553
SEC3 13 04 01;Reserves;SEC3 13 04 Reserves;;1.2.15;n/a;n/a
SEC3 13 04 02;Completion of Cohesion Fund (2007 to 2013);SEC3 13 04;;1.2.15;p.m.;10.002.500.000
SEC3 13 04 02;Reserves;SEC3 13 04 Reserves;;1.2.15;n/a;n/a
SEC3 13 04 03;Completion of risk-sharing instruments financed from the Cohesion Fund envelope (2007 to 2013);SEC3 13 04;;1.2.15;p.m.;p.m.
SEC3 13 04 03;Reserves;SEC3 13 04 Reserves;;1.2.15;n/a;n/a
SEC3 13 04 60;Cohesion Fund — Investment for growth and jobs goal;SEC3 13 04;;1.2.15;7.939.400.000;505.156.711
SEC3 13 04 60;Reserves;SEC3 13 04 Reserves;;1.2.15;n/a;n/a
SEC3 13 04 61;Cohesion Fund — Operational technical assistance;SEC3 13 04;;;23.600.000;15.000.000
SEC3 13 04 61;Reserves;SEC3 13 04 Reserves;;;;
SEC3 13 04 61 01;Cohesion Fund — Operational technical assistance;SEC3 13 04 61;;1.2.31;23.600.000;15.000.000
SEC3 13 04 61 01;Reserves;SEC3 13 04 61 Reserves;;1.2.31;n/a;n/a
SEC3 13 04 61 02;Cohesion Fund — Operational technical assistance managed by the Commission at the request of a Member State;SEC3 13 04 61;;1.2.31;p.m.;p.m.
SEC3 13 04 61 02;Reserves;SEC3 13 04 61 Reserves;;1.2.31;n/a;n/a
SEC3 13 05;Instrument for Pre-Accession Assistance — Regional development and regional and territorial cooperation;SEC3 13;;;39.000.000;417.929.160
SEC3 13 05;Reserves;SEC3 13 Reserves;;;;
SEC3 13 05 01;Instrument for Structural Policies for Pre-accession (ISPA) — Completion of previous projects (2000 to 2006);SEC3 13 05;;;;40.000.000
SEC3 13 05 01;Reserves;SEC3 13 05 Reserves;;;;
SEC3 13 05 01 01;Instrument for Structural Policies for Pre-accession (ISPA) — Completion of other previous projects (2000 to 2006);SEC3 13 05 01;;4.0.1;p.m.;40.000.000
SEC3 13 05 01 01;Reserves;SEC3 13 05 01 Reserves;;4.0.1;n/a;n/a
SEC3 13 05 01 02;Instrument for Structural Policies for Pre-accession — Closure of pre-accession assistance relating to eight applicant countries;SEC3 13 05 01;;4.0.1;p.m.;p.m.
SEC3 13 05 01 02;Reserves;SEC3 13 05 01 Reserves;;4.0.1;n/a;n/a
SEC3 13 05 02;Instrument for Pre-Accession Assistance (IPA) — Completion of regional development component (2007 to 2013);SEC3 13 05;;4.0.1;p.m.;272.447.479
SEC3 13 05 02;Reserves;SEC3 13 05 Reserves;;4.0.1;n/a;n/a
SEC3 13 05 03;Instrument for Pre-Accession Assistance (IPA) — Completion of cross-border cooperation (CBC) component (2007 to 2013);SEC3 13 05;;;;78.143.200
SEC3 13 05 03;Reserves;SEC3 13 05 Reserves;;;;
SEC3 13 05 03 01;Completion of cross-border cooperation (CBC) — Contribution from Subheading 1b;SEC3 13 05 03;;1.2.2;p.m.;52.000.000
SEC3 13 05 03 01;Reserves;SEC3 13 05 03 Reserves;;1.2.2;n/a;n/a
SEC3 13 05 03 02;Completion of cross-border cooperation (CBC) and participation of candidate and potential candidate countries in Structural Funds’ transnational and interregional cooperation programmes — Contribution from Heading 4;SEC3 13 05 03;;4.0.1;p.m.;26.143.200
SEC3 13 05 03 02;Reserves;SEC3 13 05 03 Reserves;;4.0.1;n/a;n/a
SEC3 13 05 60;Support to Albania, Bosnia and Herzegovina, Kosovo, Montenegro, Serbia and the former Yugoslav Republic of Macedonia;SEC3 13 05;;;;
SEC3 13 05 60;Reserves;SEC3 13 05 Reserves;;;;
SEC3 13 05 60 01;Support for political reforms and progressive alignment with and adoption, implementation and enforcement of the Union acquis;SEC3 13 05 60;;4.0.1;p.m.;p.m.
SEC3 13 05 60 01;Reserves;SEC3 13 05 60 Reserves;;4.0.1;n/a;n/a
SEC3 13 05 60 02;Support for economic, social and territorial development;SEC3 13 05 60;;4.0.1;p.m.;p.m.
SEC3 13 05 60 02;Reserves;SEC3 13 05 60 Reserves;;4.0.1;n/a;n/a
SEC3 13 05 61;Support to Iceland;SEC3 13 05;;;;
SEC3 13 05 61;Reserves;SEC3 13 05 Reserves;;;;
SEC3 13 05 61 01;Support for political reforms and progressive alignment with and adoption, implementation and enforcement of the Union acquis;SEC3 13 05 61;;4.0.1;p.m.;p.m.
SEC3 13 05 61 01;Reserves;SEC3 13 05 61 Reserves;;4.0.1;n/a;n/a
SEC3 13 05 61 02;Support for economic, social and territorial development;SEC3 13 05 61;;4.0.1;p.m.;p.m.
SEC3 13 05 61 02;Reserves;SEC3 13 05 61 Reserves;;4.0.1;n/a;n/a
SEC3 13 05 62;Support to Turkey;SEC3 13 05;;;;
SEC3 13 05 62;Reserves;SEC3 13 05 Reserves;;;;
SEC3 13 05 62 01;Support for political reforms and progressive alignment with and adoption, implementation and enforcement of the Union acquis;SEC3 13 05 62;;4.0.1;p.m.;p.m.
SEC3 13 05 62 01;Reserves;SEC3 13 05 62 Reserves;;4.0.1;n/a;n/a
SEC3 13 05 62 02;Support for economic, social and territorial development;SEC3 13 05 62;;4.0.1;p.m.;p.m.
SEC3 13 05 62 02;Reserves;SEC3 13 05 62 Reserves;;4.0.1;n/a;n/a
SEC3 13 05 63;Regional integration and territorial cooperation;SEC3 13 05;;;39.000.000;27.338.481
SEC3 13 05 63;Reserves;SEC3 13 05 Reserves;;;;
SEC3 13 05 63 01;Cross-border cooperation (CBC) — Contribution from Heading 1b;SEC3 13 05 63;;1.2.2;p.m.;p.m.
SEC3 13 05 63 01;Reserves;SEC3 13 05 63 Reserves;;1.2.2;n/a;n/a
SEC3 13 05 63 02;Cross-border cooperation (CBC) — Contribution from Heading 4;SEC3 13 05 63;;4.0.1;39.000.000;27.338.481
SEC3 13 05 63 02;Reserves;SEC3 13 05 63 Reserves;;4.0.1;n/a;n/a
SEC3 13 06;Solidarity Fund;SEC3 13;;;;150.000.000
SEC3 13 06;Reserves;SEC3 13 Reserves;;;;
SEC3 13 06 01;European Union Solidarity Fund — Member States;SEC3 13 06;;9.0.31;p.m.;150.000.000
SEC3 13 06 01;Reserves;SEC3 13 06 Reserves;;9.0.31;n/a;n/a
SEC3 13 06 02;European Union Solidarity Fund — Countries negotiating for accession;SEC3 13 06;;9.0.32;p.m.;p.m.
SEC3 13 06 02;Reserves;SEC3 13 06 Reserves;;9.0.32;n/a;n/a
SEC3 14;Taxation and customs union;SEC3 E;;;157.048.298;122.369.692
SEC3 14;Reserves;SEC3 E Reserves;;;;
SEC3 14 01;Administrative expenditure of the Taxation and customs union policy area;SEC3 14;;;55.759.946;55.759.946
SEC3 14 01;Reserves;SEC3 14 Reserves;;;;
SEC3 14 01 01;Expenditure related to officials and temporary staff in the Taxation and customs union policy area;SEC3 14 01;;5.2.3X;44.565.645;44.565.645
SEC3 14 01 01;Reserves;SEC3 14 01 Reserves;;5.2.3X;n/a;n/a
SEC3 14 01 02;External personnel and other management expenditure in support of the Taxation and customs union policy area;SEC3 14 01;;;8.109.618;8.109.618
SEC3 14 01 02;Reserves;SEC3 14 01 Reserves;;;;
SEC3 14 01 02 01;External personnel;SEC3 14 01 02;;5.2.3X;5.397.985;5.397.985
SEC3 14 01 02 01;Reserves;SEC3 14 01 02 Reserves;;5.2.3X;n/a;n/a
SEC3 14 01 02 11;Other management expenditure;SEC3 14 01 02;;5.2.3X;2.711.633;2.711.633
SEC3 14 01 02 11;Reserves;SEC3 14 01 02 Reserves;;5.2.3X;n/a;n/a
SEC3 14 01 03;Expenditure related to information and communication technology equipment and services of the Taxation and customs union policy area;SEC3 14 01;;5.2.3X;2.884.683;2.884.683
SEC3 14 01 03;Reserves;SEC3 14 01 Reserves;;5.2.3X;n/a;n/a
SEC3 14 01 04;Support expenditure for operations and programmes in the Taxation and customs union policy area;SEC3 14 01;;;200.000;200.000
SEC3 14 01 04;Reserves;SEC3 14 01 Reserves;;;;
SEC3 14 01 04 01;Support expenditure for Customs;SEC3 14 01 04;;1.1.7;100.000;100.000
SEC3 14 01 04 01;Reserves;SEC3 14 01 04 Reserves;;1.1.7;n/a;n/a
SEC3 14 01 04 02;Support expenditure for Fiscalis;SEC3 14 01 04;;1.1.7;100.000;100.000
SEC3 14 01 04 02;Reserves;SEC3 14 01 04 Reserves;;1.1.7;n/a;n/a
SEC3 14 02;Policy strategy and coordination for the Directorate-General for Taxation and Customs Union;SEC3 14;;;67.389.552;40.935.735
SEC3 14 02;Reserves;SEC3 14 Reserves;;;;
SEC3 14 02 01;Supporting the functioning of the customs union;SEC3 14 02;;1.1.7;66.293.000;11.262.958
SEC3 14 02 01;Reserves;SEC3 14 02 Reserves;;1.1.7;n/a;n/a
SEC3 14 02 02;Membership of international organisations in the field of customs;SEC3 14 02;;4.0.OTH;1.096.552;1.096.552
SEC3 14 02 02;Reserves;SEC3 14 02 Reserves;;4.0.OTH;n/a;n/a
SEC3 14 02 51;Completion of former programmes in customs;SEC3 14 02;;1.1.7;p.m.;28.576.225
SEC3 14 02 51;Reserves;SEC3 14 02 Reserves;;1.1.7;n/a;n/a
SEC3 14 03;International aspects of taxation and customs;SEC3 14;;;30.898.800;22.774.011
SEC3 14 03;Reserves;SEC3 14 Reserves;;;;
SEC3 14 03 01;Improving the operation of the taxation systems;SEC3 14 03;;1.1.7;30.777.000;7.368.331
SEC3 14 03 01;Reserves;SEC3 14 03 Reserves;;1.1.7;n/a;n/a
SEC3 14 03 02;Membership of international organisations in the field of taxation;SEC3 14 03;;4.0.OTH;121.800;121.800
SEC3 14 03 02;Reserves;SEC3 14 03 Reserves;;4.0.OTH;n/a;n/a
SEC3 14 03 51;Completion of former programmes in taxation;SEC3 14 03;;1.1.7;p.m.;15.283.880
SEC3 14 03 51;Reserves;SEC3 14 03 Reserves;;1.1.7;n/a;n/a
SEC3 14 04;Policy strategy and coordination;SEC3 14;;;3.000.000;2.900.000
SEC3 14 04;Reserves;SEC3 14 Reserves;;;;
SEC3 14 04 01;Implementation and development of the internal market;SEC3 14 04;;1.1.SPEC;3.000.000;2.900.000
SEC3 14 04 01;Reserves;SEC3 14 04 Reserves;;1.1.SPEC;n/a;n/a
SEC3 15;Education and culture;SEC3 E;;;2.820.024.822;2.241.707.412
SEC3 15;Reserves;SEC3 E Reserves;;;;
SEC3 15 01;Administrative expenditure of the Education and culture policy area;SEC3 15;;;123.693.171;123.693.171
SEC3 15 01;Reserves;SEC3 15 Reserves;;;;
SEC3 15 01 01;Expenditure relating to officials and temporary staff in the Education and culture policy area;SEC3 15 01;;5.2.3X;49.661.717;49.661.717
SEC3 15 01 01;Reserves;SEC3 15 01 Reserves;;5.2.3X;n/a;n/a
SEC3 15 01 02;External personnel and other management expenditure in support of the Education and culture policy area;SEC3 15 01;;;7.531.173;7.531.173
SEC3 15 01 02;Reserves;SEC3 15 01 Reserves;;;;
SEC3 15 01 02 01;External personnel;SEC3 15 01 02;;5.2.3X;3.715.743;3.715.743
SEC3 15 01 02 01;Reserves;SEC3 15 01 02 Reserves;;5.2.3X;n/a;n/a
SEC3 15 01 02 11;Other management expenditure;SEC3 15 01 02;;5.2.3X;3.815.430;3.815.430
SEC3 15 01 02 11;Reserves;SEC3 15 01 02 Reserves;;5.2.3X;n/a;n/a
SEC3 15 01 03;Expenditure relating to information and communication technology equipment and services of the Education and culture policy area;SEC3 15 01;;5.2.3X;3.214.547;3.214.547
SEC3 15 01 03;Reserves;SEC3 15 01 Reserves;;5.2.3X;n/a;n/a
SEC3 15 01 04;Support expenditure for operations and programmes in the Education and culture policy area;SEC3 15 01;;;12.552.008;12.552.008
SEC3 15 01 04;Reserves;SEC3 15 01 Reserves;;;;
SEC3 15 01 04 01;Support expenditure for Erasmus+;SEC3 15 01 04;;1.1.5;10.414.108;10.414.108
SEC3 15 01 04 01;Reserves;SEC3 15 01 04 Reserves;;1.1.5;n/a;n/a
SEC3 15 01 04 02;Support expenditure for Creative Europe;SEC3 15 01 04;;3.0.11;2.137.900;2.137.900
SEC3 15 01 04 02;Reserves;SEC3 15 01 04 Reserves;;3.0.11;n/a;n/a
SEC3 15 01 05;Support expenditure for Research and Innovation programmes in the Education and culture policy area;SEC3 15 01;;;3.749.726;3.749.726
SEC3 15 01 05;Reserves;SEC3 15 01 Reserves;;;;
SEC3 15 01 05 01;Expenditure relating to officials and temporary staff implementing research and innovation programmes — Horizon 2020;SEC3 15 01 05;;1.1.31;2.234.614;2.234.614
SEC3 15 01 05 01;Reserves;SEC3 15 01 05 Reserves;;1.1.31;n/a;n/a
SEC3 15 01 05 02;External personnel implementing research and innovation programmes — Horizon 2020;SEC3 15 01 05;;1.1.31;700.000;700.000
SEC3 15 01 05 02;Reserves;SEC3 15 01 05 Reserves;;1.1.31;n/a;n/a
SEC3 15 01 05 03;Other management expenditure for research and innovation programmes — Horizon 2020;SEC3 15 01 05;;1.1.31;815.112;815.112
SEC3 15 01 05 03;Reserves;SEC3 15 01 05 Reserves;;1.1.31;n/a;n/a
SEC3 15 01 06;Executive agencies;SEC3 15 01;;;38.089.000;38.089.000
SEC3 15 01 06;Reserves;SEC3 15 01 Reserves;;;;
SEC3 15 01 06 01;Education, Audiovisual and Culture Executive Agency — Contribution from Erasmus+;SEC3 15 01 06;;1.1.5;25.897.000;25.897.000
SEC3 15 01 06 01;Reserves;SEC3 15 01 06 Reserves;;1.1.5;n/a;n/a
SEC3 15 01 06 02;Education, Audiovisual and Culture Executive Agency — Contribution from Creative Europe;SEC3 15 01 06;;3.0.11;12.192.000;12.192.000
SEC3 15 01 06 02;Reserves;SEC3 15 01 06 Reserves;;3.0.11;n/a;n/a
SEC3 15 01 60;Documentation and library expenditure;SEC3 15 01;;5.2.3X;2.534.000;2.534.000
SEC3 15 01 60;Reserves;SEC3 15 01 Reserves;;5.2.3X;n/a;n/a
SEC3 15 01 61;Cost of organising graduate traineeships with the institution;SEC3 15 01;;5.2.3X;6.361.000;6.361.000
SEC3 15 01 61;Reserves;SEC3 15 01 Reserves;;5.2.3X;n/a;n/a
SEC3 15 02;Erasmus+;SEC3 15;;;1.560.917.292;1.227.243.693
SEC3 15 02;Reserves;SEC3 15 Reserves;;;;
SEC3 15 02 01;Promoting excellence and cooperation in the European education, training and youth area, its relevance to the labour market and the participation of young people in European democratic life;SEC3 15 02;;;1.468.756.892;897.175.183
SEC3 15 02 01;Reserves;SEC3 15 02 Reserves;;;;
SEC3 15 02 01 01;Promoting excellence and cooperation in the European education and training area and its relevance to the labour market;SEC3 15 02 01;;1.1.5;1.315.662.350;794.000.037
SEC3 15 02 01 01;Reserves;SEC3 15 02 01 Reserves;;1.1.5;n/a;n/a
SEC3 15 02 01 02;Promoting excellence and cooperation in the European youth area and the participation of young people in European democratic life;SEC3 15 02 01;;1.1.5;153.094.542;103.175.146
SEC3 15 02 01 02;Reserves;SEC3 15 02 01 Reserves;;1.1.5;n/a;n/a
SEC3 15 02 02;Developing excellence in teaching and research activities in European integration world-wide (Jean Monnet programme);SEC3 15 02;;1.1.5;34.546.000;24.217.999
SEC3 15 02 02;Reserves;SEC3 15 02 Reserves;;1.1.5;n/a;n/a
SEC3 15 02 03;Developing the European dimension in sport;SEC3 15 02;;1.1.5;16.167.000;9.333.711
SEC3 15 02 03;Reserves;SEC3 15 02 Reserves;;1.1.5;n/a;n/a
SEC3 15 02 10;Special annual events;SEC3 15 02;;1.1.SPEC;3.000.000;3.000.000
SEC3 15 02 10;Reserves;SEC3 15 02 Reserves;;1.1.SPEC;n/a;n/a
SEC3 15 02 11;European Centre for the Development of Vocational Training (Cedefop);SEC3 15 02;;1.1.DAG;17.428.900;17.428.900
SEC3 15 02 11;Reserves;SEC3 15 02 Reserves;;1.1.DAG;n/a;n/a
SEC3 15 02 12;European Training Foundation (ETF);SEC3 15 02;;4.0.DAG;20.018.500;20.018.500
SEC3 15 02 12;Reserves;SEC3 15 02 Reserves;;4.0.DAG;n/a;n/a
SEC3 15 02 51;Completion line for Lifelong learning, including multilingualism;SEC3 15 02;;1.1.5;p.m.;222.376.600
SEC3 15 02 51;Reserves;SEC3 15 02 Reserves;;1.1.5;n/a;n/a
SEC3 15 02 53;Completion line for Youth and Sport;SEC3 15 02;;1.1.5;p.m.;30.000.000
SEC3 15 02 53;Reserves;SEC3 15 02 Reserves;;1.1.5;n/a;n/a
SEC3 15 02 77;Pilot projects and preparatory actions;SEC3 15 02;;;1.000.000;3.692.800
SEC3 15 02 77;Reserves;SEC3 15 02 Reserves;;;;
SEC3 15 02 77 01;Preparatory action — Erasmus-style programme for apprentices;SEC3 15 02 77;;1.1.PPPA;—;p.m.
SEC3 15 02 77 01;Reserves;SEC3 15 02 77 Reserves;;1.1.PPPA;n/a;n/a
SEC3 15 02 77 03;Pilot project to cover costs of studies for specialising in European Neighbourhood Policy (ENP) and for related academic activities, including setting-up the ENP Chair in the College of Europe Natolin Campus;SEC3 15 02 77;;1.1.PPPA;p.m.;p.m.
SEC3 15 02 77 03;Reserves;SEC3 15 02 77 Reserves;;1.1.PPPA;n/a;n/a
SEC3 15 02 77 04;Pilot project — European Neighbourhood Policy — Enhance education through scholarships and exchanges;SEC3 15 02 77;;1.1.PPPA;—;p.m.
SEC3 15 02 77 04;Reserves;SEC3 15 02 77 Reserves;;1.1.PPPA;n/a;n/a
SEC3 15 02 77 05;Preparatory action to cover the costs of studies for persons specialising in the European Neighbourhood Policy (ENP) and for related academic activities and other educational modules including the functioning of the ENP Chair in the College of Europe (Natolin Campus);SEC3 15 02 77;;1.1.PPPA;p.m.;700.000
SEC3 15 02 77 05;Reserves;SEC3 15 02 77 Reserves;;1.1.PPPA;n/a;n/a
SEC3 15 02 77 06;Preparatory action — Amicus — Association of Member States Implementing a Community Universal Service;SEC3 15 02 77;;1.1.PPPA;—;p.m.
SEC3 15 02 77 06;Reserves;SEC3 15 02 77 Reserves;;1.1.PPPA;n/a;n/a
SEC3 15 02 77 07;Preparatory action in the field of sport;SEC3 15 02 77;;1.1.PPPA;p.m.;p.m.
SEC3 15 02 77 07;Reserves;SEC3 15 02 77 Reserves;;1.1.PPPA;n/a;n/a
SEC3 15 02 77 08;Preparatory action — European partnerships on sport;SEC3 15 02 77;;1.1.PPPA;p.m.;2.492.800
SEC3 15 02 77 08;Reserves;SEC3 15 02 77 Reserves;;1.1.PPPA;n/a;n/a
SEC3 15 02 77 09;Preparatory action — E-Platform for Neighbourhood;SEC3 15 02 77;;1.1.PPPA;1.000.000;500.000
SEC3 15 02 77 09;Reserves;SEC3 15 02 77 Reserves;;1.1.PPPA;n/a;n/a
SEC3 15 03;Horizon 2020;SEC3 15;;;966.671.359;717.880.820
SEC3 15 03;Reserves;SEC3 15 Reserves;;;;
SEC3 15 03 01;Excellent science;SEC3 15 03;;;731.611.715;57.002.709
SEC3 15 03 01;Reserves;SEC3 15 03 Reserves;;;;
SEC3 15 03 01 01;Marie Sk?odowska-Curie actions — Generating new skills and innovation;SEC3 15 03 01;;1.1.31;731.611.715;57.002.709
SEC3 15 03 01 01;Reserves;SEC3 15 03 01 Reserves;;1.1.31;n/a;n/a
SEC3 15 03 05;European Institute of Innovation and Technology — Integrating the knowledge triangle of research, innovation and education;SEC3 15 03;;1.1.31;235.059.644;121.406.196
SEC3 15 03 05;Reserves;SEC3 15 03 Reserves;;1.1.31;n/a;n/a
SEC3 15 03 50;Appropriations accruing from contributions from (non-European Economic Area) third parties to research and technological development;SEC3 15 03;;;;
SEC3 15 03 50;Reserves;SEC3 15 03 Reserves;;;;
SEC3 15 03 50 01;Appropriations accruing from contributions from (non-European Economic Area) third parties to research and technological development (2014 to 2020);SEC3 15 03 50;;1.1.31;p.m.;p.m.
SEC3 15 03 50 01;Reserves;SEC3 15 03 50 Reserves;;1.1.31;n/a;n/a
SEC3 15 03 50 02;Appropriations accruing from contributions from (non-European Economic Area) third parties to research and technological development (prior to 2014);SEC3 15 03 50;;1.1.31;p.m.;p.m.
SEC3 15 03 50 02;Reserves;SEC3 15 03 50 Reserves;;1.1.31;n/a;n/a
SEC3 15 03 51;Completion of previous research framework programme — Seventh Framework Programme (2007 to 2013);SEC3 15 03;;1.1.31;p.m.;490.572.208
SEC3 15 03 51;Reserves;SEC3 15 03 Reserves;;1.1.31;n/a;n/a
SEC3 15 03 53;Completion line European Institute of Innovation and Technology;SEC3 15 03;;1.1.31;p.m.;48.401.107
SEC3 15 03 53;Reserves;SEC3 15 03 Reserves;;1.1.31;n/a;n/a
SEC3 15 03 77;Pilot projects and preparatory actions;SEC3 15 03;;;;498.600
SEC3 15 03 77;Reserves;SEC3 15 03 Reserves;;;;
SEC3 15 03 77 01;Pilot project — Knowledge partnerships;SEC3 15 03 77;;1.1.PPPA;p.m.;498.600
SEC3 15 03 77 01;Reserves;SEC3 15 03 77 Reserves;;1.1.PPPA;n/a;n/a
SEC3 15 04;Creative Europe;SEC3 15;;;168.743.000;172.889.728
SEC3 15 04;Reserves;SEC3 15 Reserves;;;;
SEC3 15 04 01;Strengthening the financial capacity of the cultural and creative sectors, in particular for SMEs and organisations;SEC3 15 04;;3.0.11;9.000.000;6.500.000
SEC3 15 04 01;Reserves;SEC3 15 04 Reserves;;3.0.11;n/a;n/a
SEC3 15 04 02;Culture sub-programme – Supporting actions for the cultural and creative sectors to operate in the Union and beyond and to promote transnational circulation and mobility;SEC3 15 04;;3.0.11;53.922.000;28.577.000
SEC3 15 04 02;Reserves;SEC3 15 04 Reserves;;3.0.11;n/a;n/a
SEC3 15 04 03;MEDIA sub-programme - Supporting actions for the cultural and creative sectors to operate in the Union and beyond and to promote transnational circulation and mobility;SEC3 15 04;;3.0.11;103.321.000;55.268.825
SEC3 15 04 03;Reserves;SEC3 15 04 Reserves;;3.0.11;n/a;n/a
SEC3 15 04 51;Completion of programmes/actions in the field of culture and language;SEC3 15 04;;3.0.11;p.m.;26.615.566
SEC3 15 04 51;Reserves;SEC3 15 04 Reserves;;3.0.11;n/a;n/a
SEC3 15 04 53;Completion of former MEDIA programmes;SEC3 15 04;;3.0.11;p.m.;53.000.000
SEC3 15 04 53;Reserves;SEC3 15 04 Reserves;;3.0.11;n/a;n/a
SEC3 15 04 77;Pilot projects and preparatory actions;SEC3 15 04;;;2.500.000;2.928.337
SEC3 15 04 77;Reserves;SEC3 15 04 Reserves;;;;
SEC3 15 04 77 01;Pilot project — Economy of cultural diversity;SEC3 15 04 77;;3.0.PPPA;p.m.;139.264
SEC3 15 04 77 01;Reserves;SEC3 15 04 77 Reserves;;3.0.PPPA;n/a;n/a
SEC3 15 04 77 02;Pilot project — Artist mobility;SEC3 15 04 77;;3.0.PPPA;—;p.m.
SEC3 15 04 77 02;Reserves;SEC3 15 04 77 Reserves;;3.0.PPPA;n/a;n/a
SEC3 15 04 77 03;Preparatory action — Culture in external relations;SEC3 15 04 77;;3.0.PPPA;p.m.;339.973
SEC3 15 04 77 03;Reserves;SEC3 15 04 77 Reserves;;3.0.PPPA;n/a;n/a
SEC3 15 04 77 04;Pilot project — A European Platform for Festivals;SEC3 15 04 77;;3.0.PPPA;p.m.;200.000
SEC3 15 04 77 04;Reserves;SEC3 15 04 77 Reserves;;3.0.PPPA;n/a;n/a
SEC3 15 04 77 06;Preparatory action — Circulation of audiovisual works in a digital environment;SEC3 15 04 77;;3.0.PPPA;1.000.000;1.499.100
SEC3 15 04 77 06;Reserves;SEC3 15 04 77 Reserves;;3.0.PPPA;n/a;n/a
SEC3 15 04 77 07;Pilot project — Fostering European integration through culture by providing new subtitled versions of selected TV programmes across all Europe;SEC3 15 04 77;;3.0.PPPA;1.500.000;750.000
SEC3 15 04 77 07;Reserves;SEC3 15 04 77 Reserves;;3.0.PPPA;n/a;n/a
SEC3 16;Communication;SEC3 E;;;246.356.400;244.896.374
SEC3 16;Reserves;SEC3 E Reserves;;;;
SEC3 16 01;Administrative expenditure of the Communication policy area;SEC3 16;;;125.826.400;125.826.400
SEC3 16 01;Reserves;SEC3 16 Reserves;;;;
SEC3 16 01 01;Expenditure related to officials and temporary staff in the Communication policy area;SEC3 16 01;;;63.750.856;63.750.856
SEC3 16 01 01;Reserves;SEC3 16 01 Reserves;;;;
SEC3 16 01 01 01;Expenditure related to officials and temporary staff in the Communication policy area;SEC3 16 01 01;;5.2.3X;63.750.856;63.750.856
